borrowrate,isborrowerhomeowner,investors,rating
0.1649,True,1,5.0
0.2468,True,136,4.0
0.2049,False,244,4.0
0.102,True,32,4.07224258423391
0.1897,False,168,3.0
0.128,True,167,4.07224258423391
0.23,True,1,4.07224258423391
0.2469,False,1,3.0
0.3099,False,2,2.0
0.2225,True,1,3.0
0.2099,True,157,4.0
0.2359,True,1,3.0
0.0809,False,1,7.0
0.1244,False,44,4.07224258423391
0.215,True,1,3.0
0.18,False,215,4.07224258423391
0.1775,False,34,4.07224258423391
0.1655,True,1,4.0
0.0759,True,44,7.0
0.1585,False,1,4.0
0.1939,False,87,4.07224258423391
0.1099,True,1,6.0
0.173,False,156,4.0
0.1626,False,34,5.0
0.2148,False,30,4.0
0.1474,True,109,5.0
0.2468,False,38,4.0
0.2684,True,13,3.0
0.1299,False,1,6.0
0.2419,False,5,3.0
0.1621,True,22,5.0
0.1734,True,39,4.0
0.1559,False,1,5.0
0.0974,False,1,6.0
0.275,False,191,3.0
0.1314,False,1,5.0
0.0789,False,177,4.07224258423391
0.2085,True,93,5.0
0.1765,False,35,4.0
0.0804,True,103,7.0
0.1314,False,1,5.0
0.1685,False,1,4.0
0.2474,False,66,2.0
0.1271,True,164,4.07224258423391
0.1089,True,32,6.0
0.2049,True,154,4.0
0.2209,False,1,4.0
0.1045,False,58,4.07224258423391
0.2346,True,191,3.0
0.1274,True,1,5.0
0.093,True,1,6.0
0.2561,False,51,3.0
0.35,False,200,4.07224258423391
0.1076,False,49,7.0
0.1725,True,87,4.0
0.092,True,140,6.0
0.0825,False,244,7.0
0.1415,True,416,4.07224258423391
0.34,True,49,1.0
0.1034,False,1,6.0
0.165,False,350,4.07224258423391
0.123,False,109,4.07224258423391
0.1824,False,23,4.0
0.1585,False,62,4.0
0.2859,True,1,2.0
0.1656,False,13,5.0
0.2699,False,61,3.0
0.2419,True,156,3.0
0.1626,False,265,5.0
0.1939,True,141,5.0
0.184,False,1,4.0
0.0899,False,25,6.0
0.3,False,17,4.07224258423391
0.261,False,69,3.0
0.3177,True,24,1.0
0.0749,True,444,7.0
0.2099,False,101,4.0
0.2639,False,41,2.0
0.2786,True,35,2.0
0.1914,False,104,4.0
0.3134,False,1,1.0
0.1239,True,1,6.0
0.1509,False,1,5.0
0.151,True,33,6.0
0.2225,False,1,3.0
0.0765,False,213,7.0
0.1639,False,36,5.0
0.2712,True,58,2.0
0.1299,True,1,6.0
0.2049,False,228,4.0
0.1274,False,1,5.0
0.19,True,434,4.07224258423391
0.2049,False,1,4.0
0.155,True,1,5.0
0.2155,False,81,3.0
0.1874,False,245,4.0
0.2661,True,15,4.07224258423391
0.3177,True,10,1.0
0.1199,True,1,6.0
0.2287,False,26,3.0
0.1412,True,216,4.07224258423391
0.1074,True,145,6.0
0.13,False,71,4.07224258423391
0.14,True,1,5.0
0.2639,True,48,2.0
0.1189,True,1,6.0
0.061,True,113,7.0
0.26,True,48,3.0
0.1299,True,1,6.0
0.1314,False,1,5.0
0.183,False,60,4.07224258423391
0.0849,True,105,7.0
0.1435,True,86,5.0
0.1159,False,1,6.0
0.0819,True,470,7.0
0.0655,False,139,7.0
0.197,False,1,4.0
0.1109,False,53,5.0
0.0997,True,204,4.07224258423391
0.25,False,59,2.0
0.1585,True,1,5.0
0.3499,False,12,4.07224258423391
0.2875,False,22,4.07224258423391
0.1875,False,1,4.0
0.155,True,1,5.0
0.155,True,1,5.0
0.1852,False,23,5.0
0.1435,False,300,4.07224258423391
0.1979,True,163,4.0
0.222,True,14,4.0
0.2524,True,22,3.0
0.155,False,1,5.0
0.1465,True,1,5.0
0.099,True,1,6.0
0.197,False,1,4.0
0.2549,False,1,2.0
0.1469,False,64,5.0
0.35,False,33,1.0
0.3125,True,3,1.0
0.2346,False,141,3.0
0.2143,True,142,4.07224258423391
0.2639,False,63,2.0
0.35,False,1,4.07224258423391
0.3134,False,52,1.0
0.3304,True,71,2.0
0.1999,True,152,4.0
0.2985,False,109,4.07224258423391
0.1299,False,51,6.0
0.2492,False,1,3.0
0.2085,True,125,3.0
0.1075,False,358,4.07224258423391
0.2218,False,43,4.0
0.1551,True,135,6.0
0.15,False,6,4.07224258423391
0.2694,False,1,2.0
0.231,True,63,3.0
0.07,True,80,4.07224258423391
0.093,False,1,6.0
0.35,True,41,1.0
0.1899,False,39,4.0
0.0879,True,1,6.0
0.1656,False,8,5.0
0.11,True,13,4.07224258423391
0.198,True,154,4.0
0.29,False,19,4.07224258423391
0.2095,True,69,4.07224258423391
0.1364,True,376,6.0
0.2599,False,128,3.0
0.1499,True,57,3.0
0.099,True,1,6.0
0.2346,True,79,3.0
0.2199,False,44,3.0
0.2999,False,21,2.0
0.2218,True,127,4.0
0.2524,False,33,3.0
0.2712,True,73,2.0
0.07,True,74,4.07224258423391
0.1254,False,13,6.0
0.2489,True,119,4.0
0.1984,True,1,4.0
0.099,True,1,6.0
0.1699,True,72,4.0
0.1469,False,7,5.0
0.1699,False,45,4.07224258423391
0.29,False,17,4.07224258423391
0.29,False,27,4.07224258423391
0.25,False,99,4.07224258423391
0.0759,True,284,7.0
0.1275,True,337,4.07224258423391
0.105,False,403,7.0
0.3096,True,35,2.0
0.235,False,14,4.07224258423391
0.1396,True,23,6.0
0.12,True,46,4.07224258423391
0.17,False,36,4.07224258423391
0.25,True,2,4.07224258423391
0.092,True,208,6.0
0.1474,True,1,5.0
0.1905,False,1,4.0
0.1699,True,24,5.0
0.2325,True,277,4.07224258423391
0.2566,False,1,3.0
0.1585,False,1,4.0
0.1364,False,183,6.0
0.14,True,1,5.0
0.1045,False,79,4.07224258423391
0.1314,False,1,5.0
0.2196,False,113,4.07224258423391
0.2489,True,209,4.0
0.2599,False,61,3.0
0.1874,False,1,4.0
0.2005,True,37,4.0
0.2235,True,67,3.0
0.1219,False,96,6.0
0.0825,True,249,7.0
0.271,False,42,2.0
0.3177,True,25,1.0
0.1599,True,112,5.0
0.099,True,1,6.0
0.14,True,167,4.07224258423391
0.2958,False,28,2.0
0.29,False,21,4.07224258423391
0.1771,True,451,4.07224258423391
0.29,False,29,4.07224258423391
0.128,True,140,4.07224258423391
0.35,True,52,1.0
0.2725,False,148,3.0
0.1845,False,347,5.0
0.1189,True,66,6.0
0.1874,True,11,4.0
0.099,True,656,6.0
0.0659,True,1,7.0
0.1399,False,1,5.0
0.34,True,230,1.0
0.1699,True,1,5.0
0.2599,False,71,3.0
0.2205,False,57,4.07224258423391
0.3127,True,8,1.0
0.0615,True,256,4.07224258423391
0.166,True,30,4.0
0.3199,False,64,2.0
0.1639,False,1,5.0
0.0844,True,137,6.0
0.2049,True,201,4.0
0.1621,True,53,5.0
0.2849,False,1,2.0
0.2148,True,24,4.0
0.1035,False,539,6.0
0.18,True,197,4.07224258423391
0.2338,True,184,4.07224258423391
0.2379,False,3,3.0
0.195,True,46,4.0
0.145,False,157,4.07224258423391
0.1515,True,118,4.07224258423391
0.1399,False,1,5.0
0.3099,False,72,2.0
0.2699,False,48,3.0
0.1845,False,22,5.0
0.2474,True,4,2.0
0.25,False,105,4.07224258423391
0.2468,True,12,4.0
0.1425,False,104,4.07224258423391
0.1535,False,2,5.0
0.0999,True,102,6.0
0.0609,False,57,6.0
0.1274,False,1,5.0
0.1495,True,130,4.07224258423391
0.1449,False,41,5.0
0.1656,True,66,5.0
0.2349,False,132,4.07224258423391
0.2274,False,22,4.07224258423391
0.27,True,188,4.07224258423391
0.18,False,45,3.0
0.322,False,92,2.0
0.18,True,1,4.0
0.0605,True,79,7.0
0.2849,False,118,2.0
0.23,False,55,4.07224258423391
0.22,True,42,4.07224258423391
0.35,False,3,4.07224258423391
0.192,False,145,4.07224258423391
0.0938,True,157,7.0
0.285,False,3,2.0
0.2024,True,66,5.0
0.11,True,129,4.07224258423391
0.2736,True,99,3.0
0.3199,False,125,2.0
0.1355,True,247,5.0
0.1874,True,97,4.0
0.1774,True,10,4.0
0.155,False,1,5.0
0.1449,True,39,5.0
0.1359,True,1,5.0
0.1249,True,29,6.0
0.2925,False,22,2.0
0.2549,False,24,2.0
0.2124,True,31,4.0
0.1385,False,1,5.0
0.162,True,15,4.0
0.0699,False,118,7.0
0.187,True,1,4.0
0.0974,True,266,6.0
0.1099,True,1,6.0
0.1,False,74,4.07224258423391
0.2574,True,38,3.0
0.166,False,1,4.0
0.08,True,129,4.07224258423391
0.1189,True,1,6.0
0.1139,True,1,6.0
0.1874,False,1,4.0
0.0716,False,1,7.0
0.1725,False,2,4.0
0.2468,False,256,4.0
0.155,False,277,4.07224258423391
0.1699,True,2,5.0
0.1274,False,1,5.0
0.1474,True,1,5.0
0.0749,False,241,7.0
0.0769,False,1,7.0
0.162,False,1,4.0
0.2925,False,9,2.0
0.127,True,306,6.0
0.2434,True,47,4.07224258423391
0.1685,True,1,4.0
0.3149,True,31,2.0
0.2975,False,29,4.07224258423391
0.1,True,132,4.07224258423391
0.0973,True,168,4.07224258423391
0.25,False,28,4.07224258423391
0.1203,True,1,6.0
0.1774,True,41,4.07224258423391
0.1099,False,1,6.0
0.1465,True,1,5.0
0.1239,False,1,6.0
0.1465,True,1,5.0
0.0769,True,1,7.0
0.2199,True,337,4.0
0.1685,True,1,4.0
0.1984,False,1,4.0
0.0801,False,63,4.07224258423391
0.2672,True,20,3.0
0.1497,True,35,5.0
0.1305,False,142,4.07224258423391
0.2492,False,53,3.0
0.1139,False,1,6.0
0.2925,False,18,2.0
0.19,True,110,4.07224258423391
0.102,True,212,6.0
0.092,False,59,6.0
0.14,True,64,4.07224258423391
0.1085,True,248,7.0
0.35,False,79,4.07224258423391
0.1695,True,1,4.0
0.14,True,136,4.07224258423391
0.15,True,32,4.07224258423391
0.2499,False,35,3.0
0.0964,False,72,6.0
0.3177,False,60,1.0
0.1399,False,1,5.0
0.1203,True,1,6.0
0.1089,False,30,6.0
0.1535,False,1,4.0
0.1599,True,70,5.0
0.1519,True,342,5.0
0.0974,False,80,6.0
0.3177,False,11,1.0
0.1449,False,47,5.0
0.127,True,441,6.0
0.135,True,1,5.0
0.1576,True,47,4.0
0.3199,False,14,2.0
0.1639,False,69,5.0
0.1899,True,166,5.0
0.1915,False,1,4.0
0.1459,False,1,5.0
0.1099,False,1,6.0
0.127,True,180,6.0
0.1359,False,1,5.0
0.1505,True,180,4.07224258423391
0.151,False,100,6.0
0.2549,False,58,2.0
0.1169,False,197,6.0
0.1269,True,1,6.0
0.35,False,15,4.07224258423391
0.2547,True,73,4.07224258423391
0.2099,False,37,4.0
0.0899,True,90,6.0
0.1329,False,270,6.0
0.1493,False,75,4.0
0.1249,True,76,6.0
0.2489,False,180,4.0
0.1799,True,10,5.0
0.1459,True,154,5.0
0.1305,False,1,5.0
0.1499,True,39,5.0
0.1449,False,197,5.0
0.1999,False,252,4.07224258423391
0.162,True,1,4.0
0.3,False,21,4.07224258423391
0.1359,False,1,5.0
0.3435,True,119,2.0
0.2506,False,1,3.0
0.1685,False,25,4.07224258423391
0.2524,True,8,3.0
0.1045,False,79,4.07224258423391
0.099,False,115,6.0
0.1599,True,272,5.0
0.1039,True,1,6.0
0.3012,True,27,3.0
0.1199,True,1,6.0
0.3099,False,35,2.0
0.2712,False,33,2.0
0.316,True,108,2.0
0.07,True,35,4.07224258423391
0.0999,True,65,6.0
0.173,False,1,4.0
0.3125,False,38,1.0
0.2899,False,60,2.0
0.22,False,14,4.07224258423391
0.17,True,58,6.0
0.1775,False,14,4.07224258423391
0.17,True,65,4.07224258423391
0.1034,True,132,6.0
0.1099,True,202,6.0
0.3177,False,2,1.0
0.335,True,17,1.0
0.3199,False,3,2.0
0.2394,False,1,3.0
0.1899,False,1,4.0
0.1874,False,1,4.0
0.21,False,91,4.0
0.1519,True,1,5.0
0.104,True,195,6.0
0.1465,True,1,5.0
0.183,False,15,5.0
0.3099,True,16,2.0
0.1219,False,89,6.0
0.285,True,2,2.0
0.2684,False,70,3.0
0.187,True,1,4.0
0.14,False,1,5.0
0.1349,False,1,5.0
0.2085,False,190,5.0
0.3304,False,32,2.0
0.2745,False,30,3.0
0.184,False,1,4.0
0.208,True,312,4.07224258423391
0.1585,True,1,4.0
0.1795,False,1,4.0
0.1725,True,1,4.0
0.1099,False,153,6.0
0.35,False,27,1.0
0.3177,False,35,1.0
0.2469,False,15,3.0
0.22,False,87,4.07224258423391
0.3177,True,61,1.0
0.1875,True,1,4.0
0.1715,False,161,4.0
0.1369,False,135,4.07224258423391
0.35,False,61,1.0
0.2155,False,16,3.0
0.1039,False,1,6.0
0.2624,True,15,2.0
0.1465,False,1,5.0
0.1459,True,61,5.0
0.2155,False,1,3.0
0.3149,True,34,2.0
0.2554,True,70,2.0
0.2489,True,44,4.0
0.1459,True,130,5.0
0.2359,False,169,3.0
0.2699,False,27,2.0
0.0993,False,291,4.07224258423391
0.2419,False,6,3.0
0.0695,False,2,4.07224258423391
0.12,True,14,4.07224258423391
0.1564,True,169,6.0
0.0809,False,1,7.0
0.1028,True,399,7.0
0.215,True,2,3.0
0.099,False,1,6.0
0.0649,False,57,7.0
0.15,True,1,5.0
0.3061,False,27,4.07224258423391
0.261,True,16,3.0
0.1159,False,1,6.0
0.1609,True,203,5.0
0.3177,True,12,1.0
0.2638,True,48,3.0
0.3099,True,5,2.0
0.13,True,172,4.07224258423391
0.1819,True,1,5.0
0.2049,False,45,4.0
0.1939,False,49,5.0
0.3177,True,8,1.0
0.162,False,1,4.0
0.2574,True,29,3.0
0.173,False,1,4.0
0.1189,True,1,6.0
0.108,False,105,6.0
0.2537,False,4,3.0
0.23,False,103,4.07224258423391
0.1045,False,91,4.07224258423391
0.0874,False,1,6.0
0.2699,False,34,3.0
0.0992,True,30,4.07224258423391
0.1089,True,81,6.0
0.0565,True,68,7.0
0.1905,True,50,4.07224258423391
0.1189,True,1,6.0
0.0716,True,274,7.0
0.148,False,856,5.0
0.144,True,50,5.0
0.29,False,13,4.07224258423391
0.2,True,98,4.07224258423391
0.3145,False,27,4.07224258423391
0.155,False,167,4.07224258423391
0.3199,False,53,2.0
0.225,False,49,4.07224258423391
0.2252,False,364,4.07224258423391
0.1694,True,234,5.0
0.1299,False,180,6.0
0.16,True,35,4.07224258423391
0.1299,False,287,6.0
0.24,False,169,4.07224258423391
0.2925,True,32,2.0
0.35,False,30,4.07224258423391
0.15,True,13,4.07224258423391
0.0895,False,93,4.07224258423391
0.194,True,1,4.0
0.2552,True,1,3.0
0.2699,False,57,3.0
0.29,False,38,4.07224258423391
0.1585,True,1,4.0
0.1,False,10,4.07224258423391
0.1199,True,1,6.0
0.2958,False,10,2.0
0.0765,True,189,4.07224258423391
0.115,True,370,4.07224258423391
0.2699,True,62,3.0
0.1599,False,1,5.0
0.0716,True,1,7.0
0.3149,True,60,2.0
0.2932,False,1,2.0
0.1199,False,1,6.0
0.1899,True,1,4.0
0.208,True,1,3.0
0.105,True,390,7.0
0.1585,True,1,5.0
0.29,True,79,4.07224258423391
0.2498,False,59,4.0
0.2909,False,23,2.0
0.24,False,12,4.07224258423391
0.1163,True,114,4.07224258423391
0.1815,False,9,4.07224258423391
0.2639,True,38,2.0
0.1458,False,89,4.0
0.33,True,43,4.07224258423391
0.2566,False,1,3.0
0.1852,False,10,5.0
0.203,False,1,3.0
0.1324,False,112,4.07224258423391
0.33,False,69,4.07224258423391
0.1575,False,4,4.07224258423391
0.2024,False,1,4.0
0.2452,True,82,3.0
0.1515,True,56,4.07224258423391
0.1045,True,96,4.07224258423391
0.162,False,1,5.0
0.2045,False,1,4.0
0.197,False,1,4.0
0.2645,False,54,3.0
0.139,True,59,6.0
0.0869,False,103,7.0
0.078,True,72,4.07224258423391
0.1485,False,59,4.07224258423391
0.2,False,9,4.07224258423391
0.0715,True,27,4.07224258423391
0.0599,True,210,7.0
0.1,True,302,4.07224258423391
0.1299,True,156,6.0
0.175,True,617,4.07224258423391
0.0809,False,1,7.0
0.1591,True,234,4.07224258423391
0.183,False,37,5.0
0.1299,True,1,6.0
0.2624,True,1,2.0
0.1874,True,24,4.0
0.2699,False,86,3.0
0.2978,False,50,4.07224258423391
0.2313,True,82,4.07224258423391
0.1679,True,159,5.0
0.1199,True,1,6.0
0.2346,False,38,3.0
0.2735,False,3,4.07224258423391
0.1199,False,259,7.0
0.1579,True,1,5.0
0.2566,True,1,3.0
0.1774,True,32,4.0
0.18,True,52,4.0
0.1076,True,131,7.0
0.1311,False,184,5.0
0.07,False,71,4.07224258423391
0.284,False,52,4.07224258423391
0.145,False,127,4.07224258423391
0.2141,False,11,4.07224258423391
0.1725,False,1,4.0
0.2324,True,52,3.0
0.2635,False,111,3.0
0.1249,True,64,6.0
0.2419,False,1,3.0
0.1414,True,44,5.0
0.1795,True,1,4.0
0.198,False,1,4.0
0.125,True,231,4.07224258423391
0.2506,True,1,3.0
0.1474,False,1,5.0
0.0605,True,94,7.0
0.2099,False,76,4.0
0.176,True,1,4.0
0.1039,False,1,6.0
0.0769,False,1,7.0
0.1359,False,158,5.0
0.166,False,6,4.0
0.2359,False,1,3.0
0.1459,False,1,5.0
0.0899,False,20,6.0
0.1139,True,325,6.0
0.222,True,11,4.0
0.1609,True,26,5.0
0.1825,True,114,4.07224258423391
0.145,True,1,5.0
0.3177,True,38,1.0
0.1034,True,42,4.07224258423391
0.2085,True,1,3.0
0.17,True,257,4.07224258423391
0.0655,False,186,7.0
0.0999,False,1,6.0
0.14,True,348,4.07224258423391
0.1499,True,189,4.07224258423391
0.1151,True,389,6.0
0.2015,True,21,4.0
0.1939,True,14,5.0
0.1515,True,458,5.0
0.2,False,66,4.07224258423391
0.314,True,104,4.07224258423391
0.11,False,174,4.07224258423391
0.1395,True,93,4.07224258423391
0.2347,False,60,4.07224258423391
0.199,False,35,4.0
0.3177,True,33,1.0
0.1763,True,143,4.07224258423391
0.1274,False,1,5.0
0.0869,True,181,7.0
0.35,True,38,4.07224258423391
0.1334,False,1,6.0
0.1419,False,384,5.0
0.2452,False,192,3.0
0.0789,True,140,7.0
0.0849,False,196,7.0
0.1449,True,116,5.0
0.1189,False,1,6.0
0.1415,True,1,5.0
0.1314,True,1,5.0
0.1189,True,1,6.0
0.3177,False,31,1.0
0.1274,True,1,5.0
0.1664,False,11,5.0
0.1609,False,28,5.0
0.1899,False,1,4.0
0.1049,True,1,6.0
0.17,True,14,4.07224258423391
0.176,False,1,4.0
0.1249,True,81,6.0
0.126,False,55,4.07224258423391
0.1715,False,1,4.0
0.0769,True,1,7.0
0.15,True,225,4.07224258423391
0.3156,True,77,2.0
0.1414,False,38,5.0
0.1979,True,1,4.0
0.1474,True,1,5.0
0.0628,True,258,6.0
0.096,False,142,7.0
0.22,True,80,4.07224258423391
0.1203,False,83,6.0
0.1599,False,172,5.0
0.1685,True,1,4.0
0.1486,True,28,6.0
0.0949,True,273,6.0
0.1899,True,231,5.0
0.1988,True,175,4.07224258423391
0.3199,True,3,2.0
0.16,False,14,4.07224258423391
0.1151,False,15,6.0
0.0615,False,102,4.07224258423391
0.3059,False,1,1.0
0.3435,False,100,2.0
0.3177,False,7,1.0
0.159,True,190,4.07224258423391
0.3177,False,69,1.0
0.1465,True,1,5.0
0.197,True,1,4.0
0.1245,False,364,4.07224258423391
0.1089,False,165,6.0
0.1334,True,1,6.0
0.29,False,13,4.07224258423391
0.16,True,289,4.07224258423391
0.19,False,39,4.07224258423391
0.1139,True,1,6.0
0.2379,False,1,3.0
0.199,True,63,4.0
0.2272,True,45,3.0
0.15,False,1,5.0
0.1,False,1,4.07224258423391
0.1355,True,1,5.0
0.2694,True,187,4.07224258423391
0.2045,False,1,4.0
0.1099,True,1,6.0
0.1599,True,1,5.0
0.3,True,73,1.0
0.1011,False,144,6.0
0.2566,True,2,3.0
0.1899,False,1,4.0
0.1415,True,1,5.0
0.3435,False,118,2.0
0.2736,True,1,3.0
0.176,False,1,4.0
0.3199,False,8,2.0
0.1774,True,393,4.0
0.2549,True,4,2.0
0.2324,True,218,3.0
0.1469,True,109,5.0
0.162,True,1,4.0
0.1639,True,26,5.0
0.1911,True,121,4.07224258423391
0.2699,False,1,2.0
0.2399,False,34,3.0
0.1656,True,310,4.0
0.3177,False,34,1.0
0.18,True,1,4.0
0.1609,False,61,5.0
0.3,True,77,4.07224258423391
0.092,True,140,4.07224258423391
0.26,False,77,2.0
0.1744,True,148,4.07224258423391
0.3099,True,77,2.0
0.2,True,37,4.07224258423391
0.127,False,220,6.0
0.1154,False,185,7.0
0.2489,True,106,4.0
0.1153,True,1,6.0
0.194,True,1,4.0
0.18,True,1,4.0
0.245,True,22,4.07224258423391
0.1349,False,1,5.0
0.1984,False,22,4.0
0.261,True,130,3.0
0.3199,True,22,2.0
0.3177,True,16,1.0
0.3177,False,46,1.0
0.1535,True,1,5.0
0.1299,True,55,5.0
0.21,False,20,4.07224258423391
0.1774,True,136,4.0
0.1926,False,45,4.07224258423391
0.1396,False,131,6.0
0.29,True,61,4.07224258423391
0.2199,True,65,3.0
0.1125,False,138,4.07224258423391
0.1385,False,15,6.0
0.1585,True,1,4.0
0.178,False,84,4.07224258423391
0.1874,False,29,4.0
0.093,False,1,6.0
0.2489,True,28,4.0
0.2877,False,77,4.07224258423391
0.1199,True,152,6.0
0.2205,True,105,4.0
0.3435,True,95,2.0
0.2272,False,1,3.0
0.2895,False,52,4.07224258423391
0.1875,True,1,4.0
0.1246,False,249,5.0
0.1999,False,33,4.07224258423391
0.17,True,67,4.0
0.1057,True,61,4.07224258423391
0.1219,True,1,6.0
0.1395,True,67,4.07224258423391
0.0982,True,112,4.07224258423391
0.1,False,167,4.07224258423391
0.1725,True,1,4.0
0.198,False,211,4.07224258423391
0.2699,False,38,3.0
0.0879,False,1,6.0
0.2379,False,1,3.0
0.1299,True,1,6.0
0.1845,False,26,5.0
0.2179,True,1,4.0
0.099,True,160,6.0
0.2699,True,35,3.0
0.0964,True,30,6.0
0.1915,False,1,4.0
0.3345,True,49,1.0
0.1515,False,96,4.07224258423391
0.1099,True,1,6.0
0.059,True,82,4.07224258423391
0.14,True,537,4.07224258423391
0.1695,False,1,4.0
0.3099,False,23,2.0
0.3177,False,18,1.0
0.25,False,15,4.07224258423391
0.1982,True,59,5.0
0.061,True,360,7.0
0.2469,False,3,3.0
0.1845,True,92,5.0
0.1365,False,184,4.07224258423391
0.2786,True,1,2.0
0.14,False,179,4.07224258423391
0.2443,True,98,4.0
0.14,True,556,4.07224258423391
0.0949,True,178,4.07224258423391
0.1396,True,435,6.0
0.173,False,22,3.0
0.3199,True,139,2.0
0.0699,False,107,7.0
0.0825,True,124,4.07224258423391
0.2499,False,15,3.0
0.2449,True,83,3.0
0.1139,False,1,6.0
0.2925,False,23,2.0
0.1115,False,324,4.07224258423391
0.1874,True,50,4.0
0.1359,False,72,5.0
0.1875,False,1,4.0
0.22,True,42,4.07224258423391
0.3326,True,37,4.07224258423391
0.0974,False,96,6.0
0.2159,True,1,4.0
0.2699,False,1,2.0
0.1535,True,1,5.0
0.3149,False,27,2.0
0.2155,True,77,3.0
0.093,True,308,7.0
0.1465,True,1,5.0
0.0825,False,87,4.07224258423391
0.1203,True,201,6.0
0.3177,True,31,1.0
0.1089,True,366,6.0
0.1695,True,1,4.0
0.1509,True,9,5.0
0.2225,True,81,4.07224258423391
0.1189,True,1,6.0
0.18,True,9,4.07224258423391
0.2199,True,38,3.0
0.1865,True,310,4.07224258423391
0.2,True,187,4.07224258423391
0.24,True,9,4.07224258423391
0.1189,True,1,6.0
0.075,False,78,4.07224258423391
0.0766,True,92,4.07224258423391
0.0845,True,82,4.07224258423391
0.1274,False,1,5.0
0.105,False,425,7.0
0.1415,True,1,5.0
0.18,True,1,4.0
0.29,False,150,4.07224258423391
0.127,False,278,4.07224258423391
0.2487,False,18,3.0
0.2124,True,58,5.0
0.2692,True,5,3.0
0.2699,False,1,3.0
0.1519,True,389,5.0
0.2275,False,37,4.07224258423391
0.17,True,51,4.07224258423391
0.1768,True,82,5.0
0.1049,True,1,6.0
0.1585,False,3,4.0
0.183,False,93,4.07224258423391
0.1139,False,1,6.0
0.05,True,56,4.07224258423391
0.2452,True,12,3.0
0.34,False,91,1.0
0.2326,True,13,4.0
0.1949,False,83,4.0
0.0769,True,1,7.0
0.1939,True,125,4.0
0.1159,True,312,6.0
0.17,False,7,4.07224258423391
0.152,True,121,5.0
0.0699,False,444,7.0
0.2574,True,37,3.0
0.23,True,143,4.07224258423391
0.0749,False,196,7.0
0.2699,False,1,2.0
0.26,False,27,4.07224258423391
0.1914,False,46,4.0
0.1626,False,120,5.0
0.35,False,7,1.0
0.1099,False,214,6.0
0.1314,True,1,5.0
0.1,True,202,4.07224258423391
0.26,True,128,4.07224258423391
0.3149,False,57,2.0
0.1769,False,156,5.0
0.232,True,33,4.07224258423391
0.1915,False,1,4.0
0.3177,True,2,1.0
0.3177,True,7,1.0
0.0817,True,41,6.0
0.2432,False,1,3.0
0.15,True,78,5.0
0.3498,True,5,1.0
0.11,True,366,4.07224258423391
0.1852,True,6,5.0
0.2085,True,75,3.0
0.3199,False,7,2.0
0.155,False,292,4.07224258423391
0.3177,False,37,1.0
0.1396,True,209,6.0
0.35,False,18,1.0
0.155,True,1,5.0
0.0949,True,134,6.0
0.0822,True,91,4.07224258423391
0.1899,False,215,5.0
0.2492,False,1,3.0
0.1474,False,293,5.0
0.155,True,116,4.07224258423391
0.08,True,229,4.07224258423391
0.0938,True,133,7.0
0.3134,True,1,1.0
0.2499,True,61,3.0
0.2489,True,11,3.0
0.187,False,1,4.0
0.199,True,173,4.07224258423391
0.0649,True,122,7.0
0.092,False,113,6.0
0.1685,False,39,4.0
0.1509,False,140,5.0
0.2359,False,18,3.0
0.2579,True,34,3.0
0.1139,False,1,6.0
0.1355,False,196,4.07224258423391
0.1899,False,45,4.0
0.3134,True,53,1.0
0.231,False,83,3.0
0.2015,False,1,4.0
0.2492,True,150,3.0
0.197,False,1,4.0
0.15,True,163,4.07224258423391
0.1519,False,256,5.0
0.3127,True,68,1.0
0.3177,False,83,1.0
0.3304,True,72,2.0
0.2,False,36,4.07224258423391
0.197,True,1,4.0
0.198,True,1,4.0
0.285,True,66,1.0
0.19,False,106,4.07224258423391
0.3099,True,98,2.0
0.1354,False,46,6.0
0.0999,True,1,6.0
0.1249,False,197,6.0
0.15,False,1,5.0
0.2179,False,6,4.0
0.098,True,1,6.0
0.1474,True,1,5.0
0.3258,False,41,2.0
0.18,False,25,4.07224258423391
0.08,False,116,4.07224258423391
0.2699,True,29,3.0
0.2019,False,39,4.07224258423391
0.3199,True,12,1.0
0.1795,False,1,4.0
0.2399,True,30,3.0
0.1,True,71,4.07224258423391
0.2235,True,1,3.0
0.09,False,33,4.07224258423391
0.133,True,358,4.07224258423391
0.1314,True,153,5.0
0.285,False,1,2.0
0.23,False,2,4.07224258423391
0.1269,False,176,6.0
0.0659,False,1,7.0
0.092,True,112,6.0
0.3199,True,32,1.0
0.1314,True,1,5.0
0.3049,True,105,3.0
0.24,False,90,4.07224258423391
0.2561,True,124,3.0
0.3125,False,46,1.0
0.152,False,1,5.0
0.145,False,1,5.0
0.1208,False,141,7.0
0.2552,False,1,3.0
0.127,False,91,6.0
0.2498,False,8,4.0
0.15,False,23,4.07224258423391
0.3134,True,1,1.0
0.0974,False,243,6.0
0.1819,False,3,5.0
0.2639,True,1,2.0
0.3177,False,1,1.0
0.2574,False,49,3.0
0.1824,False,3,4.0
0.152,True,1,5.0
0.1249,True,1,6.0
0.2287,False,69,3.0
0.1314,False,1,5.0
0.1199,False,1,6.0
0.1435,True,1,5.0
0.1105,True,65,4.07224258423391
0.35,False,22,4.07224258423391
0.1154,False,9,6.0
0.2419,False,3,3.0
0.2398,True,210,4.0
0.1223,True,91,6.0
0.1249,False,181,6.0
0.3177,True,1,1.0
0.1984,True,111,4.0
